customerID,gender,tenure,Contract,MonthlyCharges,Churn
3070-FNFZQ,Female,23,Two year,20.4,No
2812-SFXMJ,Male,1,Month-to-month,20.05,No
7675-OZCZG,Female,3,Month-to-month,45,Yes
5014-WUQMG,Male,47,One year,96.1,No
5312-TSZVC,Female,15,One year,19.65,No
2003-CKLOR,Male,66,Month-to-month,99.5,Yes
0993-OSGPT,Female,68,One year,60.65,No
9254-RBFON,Female,17,One year,98.6,Yes
1205-WNWPJ,Female,7,Month-to-month,59.5,Yes
9391-EOYLI,Male,12,Month-to-month,80.45,Yes
7108-DGVUU,Female,21,One year,71.7,No
2782-JEEBU,Male,21,Month-to-month,36,No
5127-BZENZ,Female,56,One year,65.2,No
2720-FVBQP,Female,6,Month-to-month,48.95,No
9906-NHHVC,Female,65,Two year,53.5,No
4522-XRWWI,Male,42,One year,80.45,No
3766-EJLFL,Female,68,Two year,109.05,No
5939-SXWHM,Male,48,Two year,26.3,No
8152-UOBNY,Female,50,One year,106.8,No
7351-KYHQH,Female,7,Month-to-month,64.95,No
7643-RCHXS,Female,63,Two year,19.35,No
8246-SHFGA,Male,17,Month-to-month,21.1,No
8387-MOJJT,Female,42,Month-to-month,77.95,Yes
0620-XEFWH,Male,4,Month-to-month,18.85,No
6485-QXWWE,Female,62,Two year,26,No
2761-OCIAX,Male,2,Month-to-month,74.7,Yes
7321-VGNKU,Female,2,Month-to-month,70.35,No
5327-CNLUQ,Male,48,Two year,96.9,No
7552-KEYGT,Male,27,Two year,19.55,No
5816-JMLGY,Female,70,Two year,80.4,No
3068-OMWZA,Male,1,Month-to-month,88.8,Yes
2927-QRRQV,Male,46,One year,94.65,No
6032-KRXXO,Male,30,Month-to-month,90.25,Yes
7459-RRWQZ,Female,15,Month-to-month,64.65,Yes
6265-SXWBU,Male,69,One year,95.75,No
7941-RCJOW,Male,65,Two year,19.55,No
6374-NTQLP,Male,72,Two year,104.1,No
4154-AQUGT,Male,13,Month-to-month,89.05,Yes
2387-KDZQY,Male,17,One year,20.1,No
3584-WKTTW,Male,51,One year,111.55,No
3399-BMLVW,Male,51,Two year,60.5,No
1971-DTCZB,Female,72,Two year,90.95,No
3092-IGHWF,Male,67,One year,87.4,Yes
3374-PZLXD,Male,34,Month-to-month,19.7,No
3813-DHBBB,Male,67,Two year,50.95,No
2812-REYAT,Female,49,One year,20.05,No
6518-PPLMZ,Male,53,Two year,19.4,No
4939-KYYPY,Male,27,Month-to-month,59.45,No
8017-LXHFA,Female,23,Month-to-month,94.75,Yes
5930-GBIWP,Male,69,Two year,81.5,No
6022-KOUQO,Female,2,Month-to-month,29.05,No
6352-TWCAU,Female,35,Month-to-month,86.45,Yes
2361-UPSND,Female,46,One year,70.6,No
6035-RIIOM,Female,54,Two year,97.2,No
2929-QNSRW,Female,56,One year,98.25,Yes
1262-OPMFY,Female,9,Month-to-month,75.75,Yes
9504-DSHWM,Male,20,Month-to-month,59.2,No
5035-BVCXS,Male,11,Month-to-month,75.9,No
6267-DCFFZ,Female,30,Month-to-month,90.05,No
3533-UVMOM,Male,68,Two year,70.95,No
2439-LYPMQ,Male,38,Month-to-month,102.6,No
4248-QPAVC,Female,17,Month-to-month,85.35,Yes
1899-VXWXM,Male,48,One year,106.1,Yes
1478-VPOAD,Female,1,Month-to-month,43.8,No
9995-HOTOH,Male,63,Two year,59,No
2988-PLAHS,Female,3,One year,69.95,No
1371-OJCEK,Female,48,One year,24.35,No
4999-IEZLT,Male,66,One year,29.45,No
8883-ANODQ,Female,68,Two year,84.4,No
4690-LLKUA,Male,17,Month-to-month,45.05,Yes
2351-RRBUE,Female,7,One year,20.65,No
5980-BDHPY,Male,72,Two year,87.1,No
1498-DQNRX,Female,29,Month-to-month,19.85,No
9469-WEJBT,Male,37,Month-to-month,90.35,No
3331-HQDTW,Female,34,Month-to-month,109.8,Yes
9490-DFPMD,Female,42,Month-to-month,84.65,Yes
2581-VKIRT,Female,59,One year,65.5,No
5442-XSDCW,Male,11,Month-to-month,79.5,Yes
7426-WEIJX,Male,60,Month-to-month,80.95,No
2851-MMUTZ,Female,27,Month-to-month,56.15,No
3049-NDXFL,Female,1,Month-to-month,85.8,Yes
8580-AECUZ,Male,1,Month-to-month,79.1,Yes
3307-TLCUD,Male,17,Month-to-month,34.4,No
6625-FLENO,Male,58,Two year,20.75,No
2967-MXRAV,Male,1,One year,18.8,No
7963-GQRMY,Female,3,Month-to-month,44.3,Yes
8189-HBVRW,Female,53,Month-to-month,90.8,No
4163-KIUHY,Male,35,Month-to-month,25.6,No
1228-FZFRV,Male,50,Month-to-month,105.95,Yes
3500-NSDOA,Male,68,Two year,70.8,No
1171-TYKUR,Male,47,Month-to-month,25.4,No
3761-FLYZI,Female,65,Month-to-month,108.8,No
2058-DCJBE,Male,5,Month-to-month,69.75,Yes
5364-XYIRR,Male,51,Month-to-month,94.65,Yes
4829-AUOAX,Female,46,Month-to-month,96.05,Yes
1219-NNDDO,Female,9,Month-to-month,76.85,No
8388-DMKAE,Female,8,Two year,20.25,No
4403-BWPAY,Male,14,One year,24.8,No
9659-QEQSY,Female,45,Month-to-month,115.65,No
5405-ZMYXQ,Female,8,Month-to-month,74.6,No
5047-LHVLY,Male,1,Month-to-month,50.15,Yes
1442-OKRJE,Male,66,One year,103.15,No
4737-AQCPU,Male,72,Two year,72.1,No
9158-VCTQB,Female,41,Month-to-month,113.6,Yes
2808-CHTDM,Female,23,Two year,25.1,No
6311-UEUME,Female,29,Month-to-month,78.9,Yes
0793-TWELN,Female,4,Month-to-month,80.15,No
3283-WCWXT,Male,6,Two year,25.4,No
1060-ENTOF,Female,67,One year,105.4,No
0999-QXNSA,Male,7,Month-to-month,45.75,No
5451-MHQOF,Male,56,One year,24.45,No
4836-WNFNO,Female,72,Two year,25,No
9225-BZLNZ,Male,72,Two year,85.25,No
0354-VXMJC,Male,23,Two year,19.6,No
4422-QVIJA,Female,35,Month-to-month,50.15,No
9365-SRSZE,Male,27,Month-to-month,70.55,No
6839-ITVZJ,Female,26,Month-to-month,60.05,Yes
8332-OSJDW,Male,12,One year,26.4,No
4735-BJKOU,Female,40,Two year,20.15,No
0274-JKUJR,Male,7,Month-to-month,58.85,No
5740-YHGTW,Male,70,Month-to-month,97.55,No
8917-SZTTJ,Male,60,Two year,19.65,No
1696-MZVAU,Male,39,One year,25.25,No
7359-WWYJV,Male,72,Two year,114.45,No
0375-HVGXO,Female,1,Month-to-month,34.7,Yes
4906-ZHGPK,Male,54,One year,70.7,No
8593-WHYHV,Male,3,Month-to-month,85.3,Yes
3795-GWTRD,Female,63,Two year,75.55,No
1298-PHBTI,Male,71,Two year,84.8,No
6223-DHJGV,Female,42,One year,20.65,No
6961-MJKBO,Male,47,Two year,20.45,No
6097-EQISJ,Female,66,One year,102.45,Yes
4423-YLHDV,Female,21,Month-to-month,104.4,Yes
8158-WPEZG,Male,11,Month-to-month,35.65,No
0107-YHINA,Male,1,Month-to-month,99.75,Yes
4918-FYJNT,Female,55,Month-to-month,90.45,No
0727-BNRLG,Male,69,Two year,97.65,No
4854-CIDCF,Female,3,Month-to-month,73.85,No
8640-SDGKB,Male,4,Month-to-month,74.4,Yes
3280-MRDOF,Male,30,Two year,69.1,No
6435-SRWBJ,Female,5,Month-to-month,82.75,No
9964-WBQDJ,Female,71,Two year,24.4,No
6303-KFWSL,Female,29,One year,55.25,No
1702-CCFNJ,Male,52,Month-to-month,61.35,No
8932-CZHRQ,Male,68,One year,76.75,No
0386-CWRGM,Female,46,Two year,19.4,No
5515-RUGKN,Male,8,Month-to-month,54.75,No
0404-AHASP,Male,72,Two year,19.7,No
7279-NMVJC,Female,17,One year,19.9,No
2081-VEYEH,Male,3,Month-to-month,107.95,No
6407-UTSLV,Female,2,Month-to-month,83.8,No
4116-TZAQJ,Female,9,Month-to-month,74.25,Yes
9060-HJJRW,Female,51,One year,56.4,No
2587-YNLES,Female,6,Two year,20.1,No
7398-SKNQZ,Female,3,Month-to-month,94.9,No
5935-FCCNB,Female,17,Month-to-month,94.2,No
1958-RNRKS,Male,30,Month-to-month,49.9,No
5136-RGMZO,Male,31,Month-to-month,71.05,No
8345-MVDYC,Female,45,Two year,81.65,No
8226-BXGES,Male,64,One year,89.45,No
3877-JRJIP,Male,1,Month-to-month,59.85,Yes
8375-DKEBR,Female,1,Month-to-month,69.6,Yes
9705-IOVQQ,Male,61,One year,99,No
1015-OWJKI,Male,1,Month-to-month,19.05,No
7511-YMXVQ,Male,9,Month-to-month,45.4,Yes
2040-XBAVJ,Male,72,Two year,114.45,No
7551-JOHTI,Female,1,Month-to-month,19.5,Yes
8887-IPQNC,Female,7,Month-to-month,44.25,No
8646-JCOMS,Female,66,One year,90.55,No
9804-ICWBG,Male,1,Month-to-month,69.9,Yes
1222-KJNZD,Male,40,Month-to-month,20.4,No
0106-GHRQR,Male,16,Month-to-month,71.4,No
5318-IXUZF,Female,2,Month-to-month,87.15,Yes
3768-VHXQO,Male,67,Two year,24.85,No
8952-WCVCD,Female,41,One year,104.45,No
2418-TPEUN,Female,56,Two year,19.8,No
3963-RYFNS,Female,72,Two year,116.45,No
3198-VELRD,Female,3,Month-to-month,84.75,Yes
8540-ZQGEA,Female,54,Two year,20.05,No
1320-REHCS,Male,52,Month-to-month,110.75,No
4137-JOPHL,Female,50,Two year,89.7,No
9436-ZBZCT,Male,14,Month-to-month,89.95,Yes
7801-CEDNV,Male,27,One year,48.7,No
2057-BOYKM,Female,72,Two year,96.6,No
3658-QQJYD,Male,62,One year,74.3,No
1803-BGNBD,Female,12,Month-to-month,54.3,No
0134-XWXCE,Female,44,One year,74.85,No
6950-TWMYB,Male,54,Two year,79.95,No
5848-FHRFC,Female,68,Two year,20.05,No
2243-FNMMI,Male,20,Month-to-month,19.4,No
2511-MORQY,Male,50,One year,54.9,No
5356-KZCKT,Male,58,Two year,24.45,No
9470-XCCEM,Male,35,Month-to-month,89.65,No
6519-CFDBX,Female,2,Month-to-month,45.4,No
3902-MIVLE,Male,63,Two year,75.7,No
0409-WTMPL,Female,58,One year,110.65,No
8763-KIAFH,Female,27,One year,20.55,No
3669-WHAFY,Female,71,Two year,115.15,No
3055-VTCGS,Female,63,One year,58.55,No
3144-KMTWZ,Male,71,Month-to-month,93.25,No
7279-BUYWN,Female,41,Month-to-month,113.2,Yes
7156-MHUGY,Male,13,Month-to-month,90.5,Yes
7198-GLXTC,Male,2,Month-to-month,79,Yes
2007-QVGAW,Female,68,Two year,19.35,No
5207-PLSTK,Male,1,Month-to-month,48.75,No
2307-FYNNL,Male,65,Two year,109.05,No
5605-XNWEN,Male,72,Two year,25,No
2155-AMQRX,Female,28,Month-to-month,54.9,No
6181-AXXYF,Male,72,Two year,24.75,No
5091-HFAZW,Female,2,Month-to-month,91.15,No
0516-VRYBW,Female,18,One year,20.15,Yes
2519-LBNQL,Male,60,One year,104.35,No
8623-ULFNQ,Female,26,Month-to-month,66.05,No
8380-PEFPE,Male,1,Month-to-month,71.65,Yes
5687-DKDTV,Female,4,Month-to-month,20.35,Yes
1568-LJSZU,Male,68,Two year,92.2,No
7530-HDYDS,Female,38,Month-to-month,84.25,Yes
7789-HKSBS,Female,42,One year,105.2,No
7416-CKTEP,Female,57,Two year,19.6,No
2586-CWXVV,Male,54,Month-to-month,30.4,No
3096-IZETN,Female,12,Month-to-month,78.1,Yes
2348-KCJLT,Female,44,One year,61.5,No
8401-EMUWF,Male,42,Month-to-month,69.4,No
4193-IBKSW,Male,72,Two year,24.75,No
5377-NDTOU,Female,71,Two year,91.05,No
5922-ABDVO,Female,19,Month-to-month,89.65,Yes
2474-LCNUE,Female,23,Month-to-month,73.65,No
0839-QNXME,Female,30,Two year,19.4,No
3506-OVLKD,Male,35,One year,26.2,No
9172-ANCRX,Female,10,Month-to-month,98.7,Yes
6650-VJONK,Male,1,Month-to-month,43.85,No
2178-PMGCJ,Male,22,Month-to-month,69.7,No
7492-TAFJD,Male,7,Two year,38.55,No
2773-MADBQ,Female,36,Two year,53.1,No
6016-LVTJQ,Female,34,Month-to-month,20.65,No
7860-KSUGX,Male,72,Two year,64.45,No
8966-KZXXA,Male,36,Two year,25.1,No
6910-HADCM,Female,1,Month-to-month,76.35,Yes
4816-LXZYW,Female,23,Month-to-month,79.15,Yes
9606-PBKBQ,Male,32,Month-to-month,85,Yes
5149-QYTTU,Female,71,One year,95.15,No
2070-XYMFH,Female,23,Month-to-month,79.35,No
2085-BOJKI,Male,17,One year,96.65,No
0817-HSUSE,Male,1,Month-to-month,75.5,No
5442-PPTJY,Male,12,Two year,19.7,No
1927-QEWMY,Female,72,Two year,20.5,No
1663-MHLHE,Male,1,Month-to-month,19.2,No
5663-QBGIS,Male,72,Two year,98.35,No
4450-MDZFX,Male,60,Month-to-month,74.35,No
6701-DHKWQ,Female,61,Two year,51.35,No
7554-AKDQF,Female,6,Month-to-month,45.65,No
3536-IQCTX,Male,32,Month-to-month,85.3,Yes
4911-BANWH,Female,31,Month-to-month,86.55,Yes
8496-EJAUI,Male,19,Month-to-month,73.85,Yes
0794-YVSGE,Male,72,Two year,20.3,No
5423-BHIXO,Female,32,Month-to-month,54.2,No
6908-VVYHM,Male,65,Month-to-month,90.65,No
2959-EEXWB,Female,45,Month-to-month,50.9,No
1839-UMACK,Male,42,One year,25.05,No
3030-YDNRM,Male,8,Month-to-month,74.85,No
7321-KKSDU,Male,32,Two year,20.5,No
3402-XRIUO,Female,22,Month-to-month,63.55,No
3132-TVFDZ,Male,57,Month-to-month,44.85,Yes
8286-AFUYI,Male,1,Month-to-month,47.95,No
8080-DDEMJ,Male,1,Month-to-month,45.1,Yes
8356-WUAOJ,Female,1,Month-to-month,45,No
6365-MTGZX,Male,24,Month-to-month,96,Yes
1349-WXNGG,Male,1,Month-to-month,20.05,Yes
8058-DMYRU,Male,54,Month-to-month,90.05,No
9350-ZXYJC,Female,4,Two year,25.3,No
6990-YNRIO,Male,65,Two year,108.65,Yes
8958-JPTRR,Female,56,One year,24.3,No
6959-GQEGV,Male,45,Month-to-month,75.95,No
3173-WSSUE,Female,71,Two year,19.7,No
1265-HVPZB,Male,59,One year,66.4,No
4115-UMJFQ,Male,69,One year,35.75,No
7369-TRPFD,Male,19,One year,18.8,No
1098-KFQEC,Female,55,Two year,19.4,No
7190-XHTWJ,Female,38,One year,19.3,No
0621-TWIEM,Male,10,Month-to-month,45.55,Yes
3537-RYBHH,Female,47,Month-to-month,67.45,No
2485-ITVKB,Female,2,Month-to-month,35.1,Yes
3669-OYSJI,Male,1,Month-to-month,46.2,Yes
1612-EOHDH,Female,1,Month-to-month,45.15,Yes
6702-OHFWR,Male,1,Month-to-month,43.3,Yes
5296-BFCYD,Male,46,Two year,20.1,No
4510-PYUSH,Female,38,Month-to-month,57.15,Yes
9359-JANWS,Female,65,Two year,58.9,No
7517-SAWMO,Female,19,Month-to-month,73.2,Yes
4143-HHPMK,Male,52,Month-to-month,85.35,Yes
3279-DYZQM,Male,71,Two year,19.45,No
7054-LGEQW,Female,1,Month-to-month,45.95,Yes
0523-VNGTF,Female,52,Month-to-month,50.5,No
9575-IWCAZ,Male,6,One year,25.1,No
7105-MXJLL,Female,26,One year,60.7,No
7064-FRRSW,Male,48,One year,99,No
7940-UQQUG,Female,64,One year,104.4,No
0923-PNFUB,Female,3,Month-to-month,83.75,Yes
3961-SXAXY,Male,1,Month-to-month,44.05,No
7010-BRBUU,Male,72,Two year,24.1,No
3566-HJGPK,Male,1,Month-to-month,45.55,No
3062-ICYZQ,Female,51,Month-to-month,93.8,No
9938-PRCVK,Female,41,Two year,19.7,No
0973-KYVNF,Female,72,Two year,70.65,No
5129-HHMZC,Female,43,Two year,86.45,No
9637-CDTKZ,Male,72,Two year,114.1,No
3946-JEWRQ,Male,47,One year,95.2,No
7873-CVMAW,Male,72,Two year,88.55,No
0463-WZZKO,Male,3,Month-to-month,20.75,No
3494-JCHRQ,Male,1,Month-to-month,70.05,Yes
6474-FVJLC,Male,2,Month-to-month,86,Yes
4524-QCSSM,Male,26,Month-to-month,44.65,No
5832-EXGTT,Male,29,Month-to-month,60.2,No
8840-DQLGN,Female,35,Month-to-month,100.5,Yes
2039-JONDJ,Male,27,One year,55.45,No
7217-JYHOQ,Male,24,Month-to-month,70.3,No
6695-FRVEC,Male,67,Two year,60.4,No
4547-LYTDD,Female,16,Month-to-month,72.65,Yes
9894-QMIMJ,Female,23,One year,55.8,No
8069-YQQAJ,Male,14,Month-to-month,31.1,No
6770-XUAGN,Female,1,Month-to-month,21,Yes
4193-ORFCL,Female,1,Month-to-month,45.1,Yes
1636-NTNCO,Male,4,Month-to-month,50.95,No
3466-WAESX,Male,16,Month-to-month,69.1,No
9281-PKKZE,Female,46,Month-to-month,43.95,No
3638-VBZTA,Male,68,Two year,86.5,No
7459-IMVYU,Male,38,Month-to-month,69.95,No
7776-QWNFX,Male,30,Month-to-month,50.4,Yes
6689-TCZHQ,Female,5,Month-to-month,78.95,Yes
8563-OYMQY,Male,17,Month-to-month,90.95,No
0754-EEBDC,Male,4,Two year,19.9,No
5777-ZPQNC,Female,12,One year,20.15,No
1951-IEYXM,Male,72,Two year,90.6,No
3318-NMQXL,Male,3,Month-to-month,92,No
3143-ILDAL,Male,56,Month-to-month,94.45,Yes
1022-RKXDR,Female,41,One year,24.85,No
2361-FJWNO,Male,40,One year,36,No
2272-UOINI,Female,7,Month-to-month,78.5,No
8232-UTFOZ,Male,69,Two year,19.95,No
3750-YHRYO,Male,7,One year,20.65,No
6637-KYRCV,Female,5,Month-to-month,30.5,No
5668-MEISB,Female,72,Two year,106.1,No
0129-QMPDR,Male,44,One year,20.5,No
7188-CBBBA,Female,65,One year,95.5,No
5356-CSVSQ,Female,3,Month-to-month,64.6,No
3221-CJMSG,Male,24,Month-to-month,51.1,No
4720-VSTSI,Female,44,Month-to-month,84.8,Yes
3219-JQRSL,Female,72,Two year,89.1,No
2801-NISEI,Male,24,Month-to-month,54.95,No
3946-MHCZW,Male,1,Month-to-month,50.9,Yes
4623-ZKHLY,Male,22,Month-to-month,20.45,No
6732-VAILE,Male,70,Two year,85.95,No
8201-AAXCB,Male,25,Month-to-month,60.35,No
7696-CFTAT,Male,37,Two year,19.8,No
1845-CSBRZ,Female,22,Month-to-month,85.35,No
2123-VSCOT,Female,59,Two year,72.1,No
6651-AZVTJ,Male,49,Month-to-month,99.8,Yes
4566-GOLUK,Male,47,Month-to-month,107.35,Yes
2484-DGXPZ,Female,31,Month-to-month,19.55,Yes
2018-QKYGT,Male,1,Month-to-month,81.05,No
2792-VPPET,Male,3,Month-to-month,20.5,No
7409-JURKQ,Female,53,One year,111.8,No
3247-MHJKM,Male,1,Month-to-month,20.2,No
1964-SVLEA,Male,20,One year,19.7,No
4587-NUKOX,Female,3,Month-to-month,79.1,Yes
7297-DVYGA,Female,51,One year,19.85,No
2239-CGBUZ,Female,51,One year,60.5,No
0854-UYHZD,Female,13,Two year,19.55,No
7243-LCGGZ,Female,1,Month-to-month,20.9,No
8267-KFGYD,Male,1,Month-to-month,21.05,No
4890-VMUAV,Male,63,One year,71.5,No
9261-WDCAF,Male,3,Month-to-month,54.65,No
3764-MNMOI,Male,46,Two year,19.2,No
7442-YGZFK,Male,1,Month-to-month,49.8,No
0420-BWTPW,Male,8,Month-to-month,25.5,Yes
8229-BUJHX,Female,71,Two year,20.5,No
7449-HVPIV,Male,55,Month-to-month,90.4,No
5504-WSIUR,Female,70,One year,90.25,No
8183-ONMXC,Female,2,Month-to-month,80.75,Yes
8466-PZBLH,Male,67,Two year,104.6,No
9614-RMGHA,Male,65,Month-to-month,91.85,Yes
8735-IJJEG,Male,14,Month-to-month,50.2,No
0564-MUUQK,Female,20,Month-to-month,95.5,No
5054-IEXZT,Male,1,Month-to-month,75.35,Yes
5834-ASPWA,Male,1,Month-to-month,75.45,Yes
0701-RFGFI,Female,49,Month-to-month,95.4,No
0019-EFAEP,Female,72,Two year,101.3,No
5619-PTMIK,Female,46,Month-to-month,53.1,No
3737-XBQDD,Male,24,Month-to-month,84.85,No
5882-CMAZQ,Female,5,Month-to-month,34.25,No
5846-QFDFI,Female,33,Month-to-month,88.6,No
4445-KWOKW,Female,42,One year,60.15,No
3511-APPBJ,Male,23,One year,99.95,No
7967-HYCDE,Male,8,Month-to-month,70.7,No
2430-RRYUW,Male,66,One year,54.8,No
3948-XHGNA,Male,24,Month-to-month,49.55,Yes
3723-BFBGR,Male,24,Month-to-month,54.8,No
0565-IYCGT,Male,69,One year,78.6,Yes
5447-WZAFP,Female,53,One year,100.3,No
5110-CHOPY,Female,60,Two year,53.6,No
5445-UTODQ,Female,7,Month-to-month,81.1,Yes
4425-OWHWB,Female,20,One year,19.35,No
7892-QVYKW,Female,23,Month-to-month,85.6,No
9675-ICXCT,Male,72,Two year,80.8,No
1024-VRZHF,Male,11,Month-to-month,74.95,Yes
4703-MQYKT,Male,21,Two year,19.6,No
9497-QCMMS,Male,1,Month-to-month,93.55,Yes
5692-ICXLW,Male,31,Month-to-month,90.7,No
0602-DDUML,Female,57,Two year,69.75,No
2208-MPXIO,Female,45,Two year,20,No
1960-UYCNN,Male,10,Month-to-month,95.25,No
0348-SDKOL,Female,58,Month-to-month,102.1,Yes
3190-FZATL,Male,14,Month-to-month,19.95,No
7336-RLLRH,Male,27,One year,80.85,No
4373-MAVJG,Female,14,Month-to-month,90.9,Yes
8901-HJXTF,Female,12,Month-to-month,29.2,Yes
7710-JSYOA,Female,69,Two year,93.3,No
5419-KLXBN,Female,25,Month-to-month,89.15,Yes
3424-NMNBO,Male,58,One year,108.85,Yes
9885-MFVSU,Female,35,Two year,46.35,No
4514-GFCFI,Female,16,Month-to-month,84.75,Yes
0607-MVMGC,Male,45,One year,78.75,No
3365-SAIGS,Female,17,Month-to-month,83.55,No
9828-AOQLM,Female,1,Month-to-month,45.7,Yes
8022-BECSI,Male,22,One year,19.6,No
8000-REIQB,Female,1,Month-to-month,69.95,Yes
9993-LHIEB,Male,67,Two year,67.85,No
0266-CLZKZ,Female,67,Two year,105.65,No
7615-ESMYF,Female,2,Month-to-month,44.6,Yes
3858-VOBET,Male,23,Month-to-month,74.95,Yes
7020-OZKXZ,Female,9,Month-to-month,75.5,No
3977-QCRSL,Female,5,Month-to-month,20.15,No
0017-DINOC,Male,54,Two year,45.2,No
1447-PJGGA,Female,57,Two year,95.25,Yes
8565-CLBZW,Male,24,Month-to-month,89.85,Yes
9139-WQQDY,Female,49,One year,100.45,Yes
0224-HJAPT,Male,5,Month-to-month,47.15,Yes
8086-OVPWV,Male,2,Month-to-month,80.2,Yes
9430-FRQOC,Female,4,Month-to-month,87.1,Yes
7639-OPLNG,Male,70,Two year,79.25,No
3074-GQWYX,Male,5,Month-to-month,75.9,Yes
1492-QGCLU,Male,53,Month-to-month,85.7,No
6845-RGTYS,Female,47,Month-to-month,98.75,Yes
7328-OWMOM,Female,31,One year,20.1,No
4418-LZMSV,Male,13,Month-to-month,61.8,No
5155-AZQPB,Female,28,Month-to-month,49.9,No
8861-HGGKB,Female,10,Month-to-month,86.45,Yes
1087-GRUYI,Male,38,Two year,20.4,No
7065-YUNRY,Female,1,Month-to-month,45.3,Yes
7694-VLBWQ,Male,67,One year,104.1,Yes
2546-KZAAT,Male,52,One year,75.4,No
0181-RITDD,Male,62,Two year,108.15,No
5989-PGKJB,Female,16,Month-to-month,86.25,No
4795-KTRTH,Female,5,Month-to-month,81,Yes
8272-ONJLV,Male,12,One year,95.7,No
1488-PBLJN,Female,72,Two year,116.85,No
0308-GIQJT,Male,71,One year,105.75,No
3778-FOAQW,Female,24,One year,20.15,No
4452-ROHMO,Female,15,Two year,19.6,No
6481-OGDOO,Male,67,One year,90.6,Yes
3090-LETTY,Male,2,Month-to-month,60.95,No
5349-AZPEW,Female,5,Month-to-month,25.05,No
3753-TSEMP,Female,15,Month-to-month,88.15,Yes
8305-VHZBZ,Male,1,Month-to-month,20.2,Yes
9720-JJJOR,Male,41,One year,60.3,No
8100-HZZLJ,Female,43,Month-to-month,63.95,No
8775-ERLNB,Male,1,Month-to-month,74.3,No
8309-IEYJD,Female,1,Month-to-month,70.6,No
9172-JITSM,Female,26,Month-to-month,90.8,Yes
6298-QDFNH,Male,22,Month-to-month,79.35,Yes
7398-HPYZQ,Male,71,Two year,90.55,No
3546-GHEAE,Male,7,Two year,19.45,No
7361-YPXFS,Female,28,Month-to-month,64.45,No
6557-BZXLQ,Male,16,Month-to-month,69.65,No
2550-QHZGP,Male,7,One year,19.5,No
7519-JTWQH,Female,69,Two year,110.5,No
2538-OIMXF,Female,1,Month-to-month,24.7,No
8543-MSDMF,Male,3,Month-to-month,77.4,No
9961-JBNMK,Male,21,Month-to-month,96.8,Yes
1170-SASML,Female,69,Month-to-month,85.4,No
4872-JCVCA,Female,71,Two year,47.6,No
5346-BZCHP,Female,69,Two year,19.4,No
2038-LLMLM,Female,48,Month-to-month,103.85,No
6173-ITPWD,Male,47,Month-to-month,83.35,Yes
9734-UYXQI,Female,2,Month-to-month,49.4,Yes
1216-BGTSP,Male,45,Month-to-month,108.45,No
4138-NAXED,Male,51,Month-to-month,81,No
2189-UXTKY,Female,22,Month-to-month,79.2,Yes
0744-BIKKF,Male,72,Two year,86.65,No
7483-IQWIB,Male,37,Month-to-month,92.95,No
5248-KWLAR,Male,71,Two year,90.35,No
4958-GZWIY,Male,7,Month-to-month,48.7,Yes
7996-MHXLW,Female,66,Two year,25.15,No
7833-PKIHD,Male,51,One year,76.4,No
7061-OVMIM,Female,30,One year,19.55,No
5153-RTHKF,Female,34,Month-to-month,85.35,No
1852-QSWCD,Male,64,Two year,24.8,No
4832-VRBMR,Male,65,One year,103.15,No
9079-LWTFD,Male,47,Month-to-month,100.75,No
6356-ELRKD,Female,1,Month-to-month,95.6,Yes
8624-GIOUT,Female,49,Month-to-month,59.75,Yes
3392-EHMNK,Female,67,Two year,94.1,No
5986-WWXDV,Male,39,One year,19.35,No
3061-BCKYI,Male,14,Month-to-month,19.9,No
6179-GJPSO,Female,43,Month-to-month,108.15,Yes
7901-TBKJX,Male,56,Month-to-month,101.05,No
7228-PAQPD,Female,14,One year,59.1,No
3177-LASXD,Female,1,Month-to-month,71.35,Yes
7746-QYVCO,Male,16,One year,55.85,No
5804-HYIEZ,Male,70,Month-to-month,106.05,No
9919-FZDED,Male,72,Two year,84.1,No
5934-TSSAU,Female,23,Month-to-month,75.3,No
3486-KHMLI,Male,21,Month-to-month,24.7,No
4897-QSUYC,Female,1,Month-to-month,20.15,Yes
1084-UQCHV,Male,1,Month-to-month,69.75,Yes
8290-YWKHZ,Female,32,Month-to-month,93.2,Yes
2955-BJZHG,Male,17,Month-to-month,80.85,Yes
3806-DXQOM,Female,4,Month-to-month,33.65,Yes
6784-XYJAE,Female,36,One year,55.8,No
3933-DQPWX,Female,50,Two year,39.7,No
6661-EIPZC,Female,48,Month-to-month,29.5,No
8957-THMOA,Female,50,Two year,20.15,No
2251-PYLPB,Male,72,Two year,79.55,No
5555-RNPGT,Male,10,Month-to-month,24.8,No
1057-FOGLZ,Female,18,Month-to-month,19.65,No
9300-RENDD,Male,1,Month-to-month,79.95,Yes
0761-AETCS,Female,1,Month-to-month,19.3,Yes
8087-LGYHQ,Male,9,Month-to-month,94.05,No
4137-BTIKL,Male,2,Month-to-month,90.75,No
2190-BCXEC,Female,40,Month-to-month,78.85,No
6227-FBDXH,Male,69,One year,99.5,No
2153-MREFK,Female,37,One year,99.2,Yes
2911-WDXMV,Male,18,Month-to-month,80.55,No
7206-PQBBZ,Male,11,Month-to-month,70.2,No
3106-ULWFW,Female,8,Month-to-month,85.2,Yes
0925-VYDLG,Female,3,Month-to-month,75.25,Yes
4547-FZJWE,Male,55,One year,59.45,No
